cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;;;;;
São Paulo;Consolação;São Paulo;Itaquera;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Lapa;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Limão;São Paulo;República;;;;;
São Paulo;Butantã;São Paulo;Limão;;;;;
São Paulo;Campo Limpo;São Paulo;Consolação;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
Rocha;Casa Verde;São Paulo;República;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
Farias de Pinto;Vila Prudente;São Paulo;República;;;;;
Osasco;Perdizes;São Paulo;Santana;;;;;
São Paulo;Sé;São Paulo;Tatuapé;;;;;
São Paulo;Santo Amaro;São Paulo;Ipiranga;;;;;
São Paulo;Bela Vista;São Paulo;Tucuruvi;;;;;
Ribeirão Pires;Jabaquara;São Paulo;Vila Prudente;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;São Paulo;Vila Prudente;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Casa Verde;;;;;
São Paulo;Bela Vista;São Paulo;Tatuapé;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Santo Amaro;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Perdizes;São Paulo;Butantã;;;;;
São Paulo;Ipiranga;São Paulo;Casa Verde;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Tatuapé;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;São Paulo;Itaquera;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Tatuapé;;;;;
Souza;Lapa;São Paulo;República;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Tatuapé;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Higienópolis;;;;;
Ribeirão Pires;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
Martins;Penha;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Tatuapé;;;;;
São Paulo;Sé;São Paulo;Santana;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;São Paulo;Itaquera;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Ipiranga;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
Castro Alegre;Ipiranga;Não informado;Não informado;;;;;
Souza do Amparo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;República;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
Nascimento de Teixeira;Santo Amaro;Não informado;Não informado;;;;;
Diadema;Lapa;São Paulo;Limão;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Itaquera;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
Suzano;Higienópolis;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Vila Prudente;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
Barbosa de Farias;Tucuruvi;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;São Paulo;Casa Verde;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
Moreira de Cavalcanti;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
Cavalcanti de Porto;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Vila Prudente;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
Itapevi;República;Não informado;Não informado;;;;;Itapevi
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Tucuruvi;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
Nascimento;Jabaquara;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;São Paulo;Tucuruvi;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Santana;;;;;
São Paulo;Casa Verde;São Paulo;Santana;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Vila Prudente;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Tatuapé;;;;;
São Paulo;Butantã;São Paulo;Penha;;;;;
São Paulo;Campo Limpo;São Paulo;Jabaquara;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Lapa;;;;;
São Paulo;Casa Verde;São Paulo;República;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Santana;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Sé;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;República;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;República;São Paulo;República;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Tatuapé;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Jabaquara;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Itaquera;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;República;;;;;
São Paulo;República;São Paulo;República;;;;;
Fernandes do Oeste;Lapa;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
Lima;Campo Limpo;São Paulo;República;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Diadema;Santana;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
Santo André;Pinheiros;São Paulo;Tucuruvi;;;;;
São Paulo;Consolação;São Paulo;Vila Prudente;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Casa Verde;São Paulo;Casa Verde;;;;;
São Paulo;Tatuapé;São Paulo;Limão;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Sé;;;;;
São Paulo;Jabaquara;São Paulo;Tucuruvi;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
Correia do Amparo;República;São Paulo;Perdizes;;;;;
São Paulo;Tatuapé;São Paulo;Limão;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;República;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Ipiranga;São Paulo;Ipiranga;;;;;
São Paulo;Casa Verde;São Paulo;Penha;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
Duarte Grande;Sé;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;República;;;;;
São Paulo;Santana;São Paulo;Limão;;;;;
São Paulo;Jabaquara;São Paulo;Pinheiros;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;São Paulo;Itaquera;;;;;
São Paulo;Pinheiros;São Paulo;República;;;;;
São Paulo;Itaquera;São Paulo;Casa Verde;;;;;
São Paulo;Casa Verde;São Paulo;Itaquera;;;;;
São Paulo;Vila Prudente;São Paulo;Santo Amaro;;;;;
São Paulo;Pinheiros;São Paulo;Lapa;;;;;
Diadema;República;São Paulo;Tucuruvi;;;;;
São Paulo;Consolação;São Paulo;Santo Amaro;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
Fernandes;Penha;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
Campos de Minas;Sé;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
Ribeirão Pires;República;São Paulo;República;;;;;
São Paulo;Pinheiros;São Paulo;Ipiranga;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
Diadema;Penha;São Paulo;Consolação;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Bela Vista;São Paulo;Butantã;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
Foga√ßa do Norte;Butantã;São Paulo;Consolação;;;;;
São Paulo;Jabaquara;São Paulo;Casa Verde;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Penha;;;;;
Souza de Goi√°s;Consolação;São Paulo;Casa Verde;;;;;
Diadema;Higienópolis;Não informado;Não informado;;;;;
Martins dos Dourados;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Jabaquara;São Paulo;Consolação;;;;;
São Paulo;Limão;São Paulo;Sé;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Itaquera;;;;;
Ribeirão Pires;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Casa Verde;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
Osasco;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Pinheiros;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;República;;;;;
São Paulo;Jabaquara;São Paulo;Tucuruvi;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
Suzano;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Perdizes;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Casa Verde;;;;;
São Paulo;Tatuapé;São Paulo;República;;;;;
São Paulo;Consolação;São Paulo;Tucuruvi;;;;;
São Paulo;Ipiranga;São Paulo;Santo Amaro;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Pinheiros;São Paulo;República;;;;;
São Paulo;Ipiranga;São Paulo;Consolação;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Tucuruvi;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;São Paulo;Sé;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;República;;;;;
São Paulo;Penha;São Paulo;República;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Bela Vista;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Santana;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Sé;;;;;
Ribeirão Pires;Bela Vista;Não informado;Não informado;;;;;
Mauá;Santo Amaro;São Paulo;Tatuapé;;;;;
São Paulo;Higienópolis;São Paulo;Tatuapé;;;;;
São Paulo;Jabaquara;São Paulo;Itaquera;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
Nunes;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;São Paulo;Higienópolis;;;;;
São Paulo;Lapa;São Paulo;Itaquera;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Penha;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;República;;;;;
São Paulo;República;São Paulo;Jabaquara;;;;;
Diadema;Centro;São Paulo;Casa Verde;;;;;
Freitas;Bela Vista;São Paulo;Tucuruvi;;;;;
São Paulo;Casa Verde;São Paulo;Santana;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Santo Amaro;;;;;
Diadema;Perdizes;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;República;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
Teixeira de Minas;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
Nogueira do Oeste;Perdizes;São Paulo;Consolação;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Campo Limpo;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
Rocha;Penha;Não informado;Não informado;;;;;
Carvalho;Consolação;São Paulo;Tatuapé;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Santo Amaro;São Paulo;Limão;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Jabaquara;;;;;
São Paulo;Casa Verde;São Paulo;Sé;;;;;
São Paulo;Tatuapé;São Paulo;Tucuruvi;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
Diadema;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Itaquera;São Paulo;Tucuruvi;;;;;
São Paulo;Pinheiros;São Paulo;Limão;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Sé;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Itaquera;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Santana;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
São Paulo;Sé;São Paulo;Penha;;;;;
Caldeira;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Santana;São Paulo;Limão;;;;;
São Paulo;Vila Prudente;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
Mauá;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
