data;nome_estabelecimento;bairro_estabelecimento;categoria_estabelecimento;tipo_cupom;valor_cupom;repasse_picmoney
05/07/2025;Sesc Carmo;Casa Verde;Espaços Culturais e de Experiência Interativa;Desconto;330.05;45.17
19/07/2025;Extra;Casa Verde;Supermercados e Mercados Express;Cashback;256.15;12.81
31/07/2025;Drogasil;Santana;Farmácias e Drogarias;Desconto;223.62;30.93
09/07/2025;Clube Pinheiros;Jabaquara;Clubes e Centros de Convivência;Cashback;706.66;35.33
11/07/2025;Smart Fit;Campo Limpo;Produtos Naturais e Fitoterápicos;Cashback;955.62;47.78
01/07/2025;Just Run;Higienópolis;Calçados Confortáveis e Ortopédicos;Desconto;802.87;210.93
24/07/2025;Droga Raia;Pinheiros;Bancos e Casas Lotéricas;Produto;271.48;11.85
18/07/2025;Renner;Itaquera;Lojas de Roupas e Sneakers;Desconto;455.34;93.54
07/07/2025;Selfit;Tatuapé;Academias e Studios Fitness;Produto;242.14;6.47
27/07/2025;Casas Bahia;Limão;Espaços Culturais e de Experiência Interativa;Produto;885.34;38.61
14/07/2025;Drogasil;Tatuapé;Farmácias e Drogarias;Cashback;320.3;16.02
13/07/2025;Magazine Luiza;Limão;Lojas de Moda Urbana e Alternativa;Desconto;182.18;57.07
10/07/2025;Fleury;Butantã;Postos de Combustível e Serviços Automotivos;Desconto;416.62;63.73
10/07/2025;Selfit;Tatuapé;Academias e Studios Fitness;Produto;735.98;38.63
25/07/2025;Just Run;Pinheiros;Academias e Studios Fitness;Desconto;579.08;259.5
29/07/2025;Just Run;Tatuapé;Fisioterapia e Terapias Complementares;Cashback;824.06;41.2
18/07/2025;Drogaria São Paulo;Higienópolis;Farmácias e Drogarias;Produto;256.98;7.7
28/07/2025;Sesc Carmo;Perdizes;Restaurantes com comida caseira;Produto;956.17;38.81
06/07/2025;Pão de Açúcar;Ipiranga;Supermercados e Mercados Express;Cashback;520.89;26.04
02/07/2025;Ráscal;Higienópolis;Fisioterapia e Terapias Complementares;Desconto;363.18;94.45
08/07/2025;Habib's;Tucuruvi;Restaurantes com comida caseira;Produto;869.54;25.32
05/07/2025;Outback;Santana;Calçados Confortáveis e Ortopédicos;Produto;343.76;17.58
24/07/2025;Churrascaria Boi Preto;Butantã;Coworkings e Centros de Estudo/Conexão;Cashback;793.82;39.69
29/07/2025;Carrefour Express;Casa Verde;Igrejas e Lojas de Artigos Religiosos;Desconto;746.41;149.88
01/07/2025;Pão de Açúcar;Penha;Supermercados e Mercados Express;Produto;393.28;15.11
28/07/2025;Extra;Santo Amaro;Supermercados e Mercados Express;Desconto;788.18;152.21
21/07/2025;Drogaria São Paulo;Tucuruvi;Supermercados de Bairro e Mercadinhos;Desconto;388.74;99.53
17/07/2025;Forever 21;Perdizes;Lojas de Moda Urbana e Alternativa;Desconto;311.59;41.53
27/07/2025;Extra;Vila Prudente;Lojas de Eletrônicos e Games;Desconto;169.42;67.31
22/07/2025;Renner;Lapa;Lojas de Roupas e Sneakers;Produto;258.52;10
07/07/2025;Smart Fit;Jabaquara;Academias e Studios Fitness;Produto;563.99;15.81
17/07/2025;Churrascaria Boi Preto;Pinheiros;Lojas de Eletrônicos e Games;Desconto;322.07;141.77
10/07/2025;Smart Fit;Vila Prudente;Calçados Confortáveis e Ortopédicos;Produto;443.21;18.01
21/07/2025;Ponto;Jabaquara;Restaurantes com comida caseira;Desconto;180.95;74.27
25/07/2025;Forever 21;Penha;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;278.05;41.98
10/07/2025;Just Run;Itaquera;Cinema e Streaming Experience Stores;Desconto;437.72;110
15/07/2025;Casas Bahia;Butantã;Calçados Confortáveis e Ortopédicos;Desconto;387.79;179
07/07/2025;Sabin;Tatuapé;Fisioterapia e Terapias Complementares;Desconto;192.08;74.01
28/07/2025;Ponto;Consolação;Igrejas e Lojas de Artigos Religiosos;Produto;305.1;12.2
03/07/2025;Ráscal;Pinheiros;Restaurantes e Gastronomia;Cashback;508.42;25.42
12/07/2025;Sesc Paulista;Perdizes;Clubes e Centros de Convivência;Produto;734.76;16.66
16/07/2025;Just Run;Tatuapé;Barbearias/Salões com estética jovem;Desconto;756.13;283
09/07/2025;Habib's;Bela Vista;Lanchonetes e Fast-Food;Desconto;491.17;77.25
06/07/2025;Just Run;Perdizes;Coworkings e Centros de Estudo/Conexão;Produto;642.68;31.21
30/07/2025;Churrascaria Boi Preto;Perdizes;Produtos Naturais e Fitoterápicos;Desconto;171.94;81.71
23/07/2025;Ráscal;Pinheiros;Restaurantes e Gastronomia;Desconto;498.03;165.65
28/07/2025;Drogaria São Paulo;Pinheiros;Restaurantes com comida caseira;Desconto;486.33;110.37
17/07/2025;Churrascaria Boi Preto;Casa Verde;Restaurantes e Gastronomia;Produto;933.5;48.77
28/07/2025;Burger King;Itaquera;Lanchonetes e Fast-Food;Desconto;332.03;73.7
30/07/2025;Drogasil;Ipiranga;Farmácias e Drogarias;Desconto;424.98;191.51
19/07/2025;Renner;Vila Prudente;Restaurantes com comida caseira;Cashback;407.69;20.38
14/07/2025;Ponto;Vila Prudente;Lojas de Móveis e Decoração;Produto;163.42;8.01
25/07/2025;Sesc Carmo;Jabaquara;Clubes e Centros de Convivência;Desconto;172.34;45.34
14/07/2025;McDonald's;Higienópolis;Bancos e Casas Lotéricas;Desconto;778.92;209.69
20/07/2025;Selfit;Itaquera;Academias e Studios Fitness;Desconto;140.58;31.56
01/07/2025;Riachuelo;Penha;Clínicas Médicas e Laboratórios;Desconto;237.46;108.9
04/07/2025;Magazine Luiza;Santana;Igrejas e Lojas de Artigos Religiosos;Desconto;648.33;293.62
09/07/2025;Just Run;Butantã;Lojas de Moda Urbana e Alternativa;Cashback;924.95;46.25
24/07/2025;Octavio Café;Bela Vista;Igrejas e Lojas de Artigos Religiosos;Produto;473.79;23.59
02/07/2025;Drogaria São Paulo;Santana;Farmácias e Drogarias;Cashback;425.66;21.28
06/07/2025;Sesc Paulista;Butantã;Bancos e Casas Lotéricas;Produto;822.7;43.76
02/07/2025;Riachuelo;Sé;Lojas de Roupas e Sneakers;Cashback;921.46;46.07
25/07/2025;Forever 21;Sé;Postos de Combustível e Serviços Automotivos;Desconto;220.19;45.28
16/07/2025;Lavoisier;Ipiranga;Calçados Confortáveis e Ortopédicos;Cashback;134.44;6.72
26/07/2025;Açaí no Ponto;Bela Vista;Bancos e Casas Lotéricas;Cashback;411.19;20.56
22/07/2025;Café Cultura;Casa Verde;Lojas de Móveis e Decoração;Desconto;361.3;134.76
17/07/2025;Magazine Luiza;Limão;Lojas de Roupas e Calçados;Desconto;309.43;33.87
10/07/2025;Outback;Butantã;Bancos e Casas Lotéricas;Cashback;211.58;10.58
19/07/2025;Smart Fit;República;Academias e Studios Fitness;Desconto;855.78;173.22
12/07/2025;Renner;Perdizes;Produtos Naturais e Fitoterápicos;Cashback;197.05;9.85
23/07/2025;Clube Pinheiros;Consolação;Papelarias, Livrarias e Lojas de Escritório;Cashback;530.73;26.54
18/07/2025;Droga Raia;Consolação;Fisioterapia e Terapias Complementares;Produto;112.78;6.72
08/07/2025;Churrascaria Boi Preto;Lapa;Restaurantes e Gastronomia;Cashback;239.61;11.98
14/07/2025;Selfit;Consolação;Calçados Confortáveis e Ortopédicos;Produto;812.83;22.06
03/07/2025;Drogasil;Pinheiros;Farmácias e Drogarias;Produto;202.91;11.45
24/07/2025;Casas Bahia;Butantã;Supermercados de Bairro e Mercadinhos;Cashback;968.25;48.41
11/07/2025;Outback;Butantã;Restaurantes e Gastronomia;Cashback;471.31;23.57
01/07/2025;Burger King;Itaquera;Igrejas e Lojas de Artigos Religiosos;Cashback;141.21;7.06
25/07/2025;Drogasil;Itaquera;Farmácias e Drogarias;Desconto;307.52;77.54
10/07/2025;Clube Pinheiros;Lapa;Cinema e Streaming Experience Stores;Desconto;343.78;148.03
31/07/2025;Lavoisier;República;Bancos, Agências e Correspondentes;Produto;407.77;6.36
28/07/2025;Madero;Bela Vista;Bancos, Agências e Correspondentes;Desconto;401.29;167.4
26/07/2025;Forever 21;Santo Amaro;Lojas de Moda Urbana e Alternativa;Cashback;275.53;13.78
04/07/2025;Madero;Butantã;Restaurantes e Gastronomia;Produto;949.14;31.43
12/07/2025;Açaí no Ponto;Bela Vista;Lanchonetes e Fast-Food;Desconto;489.62;66.38
21/07/2025;McDonald's;Vila Prudente;Lojas de Móveis e Decoração;Desconto;387.39;53.07
28/07/2025;Forever 21;Penha;Lojas de Roupas e Sneakers;Produto;449.67;19.2
18/07/2025;Outback;Butantã;Restaurantes com comida caseira;Produto;581.67;33.79
24/07/2025;Sesc Carmo;Consolação;Bancos, Agências e Correspondentes;Produto;129.26;4.19
31/07/2025;Casas Bahia;Lapa;Coworkings e Centros de Estudo/Conexão;Desconto;304.78;141.91
04/07/2025;Carrefour Express;Campo Limpo;Lojas de Móveis e Decoração;Cashback;700.55;35.03
01/07/2025;Madero;Penha;Lojas de Roupas e Calçados;Produto;616.45;27.47
23/07/2025;Madero;Itaquera;Restaurantes e Gastronomia;Produto;854.62;26.65
14/07/2025;Forever 21;Tucuruvi;Lojas de Roupas e Sneakers;Desconto;394.99;113.14
11/07/2025;Forever 21;Tatuapé;Lojas de Roupas e Sneakers;Desconto;280.72;108.45
31/07/2025;Droga Raia;Campo Limpo;Produtos Naturais e Fitoterápicos;Produto;622.82;34.71
18/07/2025;Smart Fit;Campo Limpo;Lojas de Eletrônicos e Games;Produto;550.29;17.35
30/07/2025;Forever 21;Consolação;Lojas de Roupas e Sneakers;Cashback;193.92;9.7
21/07/2025;Renner;Tatuapé;Lojas de Roupas e Sneakers;Cashback;906.71;45.34
11/07/2025;Magazine Luiza;Consolação;Produtos Naturais e Fitoterápicos;Cashback;752.97;37.65
14/07/2025;Smart Fit;República;Restaurantes com comida caseira;Desconto;394.15;61.57
17/07/2025;Drogaria São Paulo;Sé;Lojas de Roupas e Calçados;Desconto;826.36;290.56
21/07/2025;Extra;Butantã;Supermercados de Bairro e Mercadinhos;Produto;999.02;46.24
30/07/2025;Selfit;Perdizes;Academias e Studios Fitness;Produto;479.73;24.89
12/07/2025;Extra;República;Postos de Combustível e Serviços Automotivos;Produto;449.61;17.94
10/07/2025;Açaí no Ponto;Itaquera;Clínicas Médicas e Laboratórios;Desconto;406.68;160.64
22/07/2025;Café Cultura;Itaquera;Bancos, Agências e Correspondentes;Desconto;238.84;48.94
02/07/2025;Smart Fit;Higienópolis;Produtos Naturais e Fitoterápicos;Desconto;730.25;295.82
24/07/2025;McDonald's;Vila Prudente;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;840.38;42.91
01/07/2025;Outback;Santo Amaro;Bancos, Agências e Correspondentes;Desconto;200.12;60.9
20/07/2025;Just Run;Butantã;Papelarias, Livrarias e Lojas de Escritório;Desconto;943.16;356.26
18/07/2025;Drogaria São Paulo;Lapa;Produtos Naturais e Fitoterápicos;Produto;852.54;50.84
01/07/2025;Sesc Carmo;Jabaquara;Clubes e Centros de Convivência;Produto;836.41;40.86
06/07/2025;Outback;Limão;Lojas de Móveis e Decoração;Desconto;874.94;107.69
04/07/2025;Subway;Santana;Papelarias, Livrarias e Lojas de Escritório;Desconto;660.05;200.33
10/07/2025;Drogaria São Paulo;Campo Limpo;Farmácias e Drogarias;Cashback;318.33;15.92
06/07/2025;Drogaria São Paulo;Casa Verde;Farmácias e Drogarias;Desconto;545.98;229.27
21/07/2025;Pão de Açúcar;Higienópolis;Espaços Culturais e de Experiência Interativa;Cashback;361.44;18.07
30/07/2025;Churrascaria Boi Preto;Pinheiros;Cinema e Streaming Experience Stores;Cashback;789.06;39.45
21/07/2025;Forever 21;Limão;Clínicas Médicas e Laboratórios;Cashback;827.19;41.36
18/07/2025;Renner;Tucuruvi;Coworkings e Centros de Estudo/Conexão;Cashback;368.94;18.45
02/07/2025;Clube Pinheiros;Butantã;Lojas de Roupas e Calçados;Desconto;731.2;163.49
21/07/2025;Café Cultura;Jabaquara;Clínicas Médicas e Laboratórios;Cashback;737.96;36.9
25/07/2025;Açaí no Ponto;Vila Prudente;Bancos e Casas Lotéricas;Cashback;330.2;16.51
22/07/2025;Drogasil;Vila Prudente;Calçados Confortáveis e Ortopédicos;Cashback;165.39;8.27
16/07/2025;Carrefour Express;Limão;Produtos Naturais e Fitoterápicos;Desconto;987.31;201.28
23/07/2025;Drogaria São Paulo;Perdizes;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;292.58;14.63
24/07/2025;Sesc Carmo;Ipiranga;Calçados Confortáveis e Ortopédicos;Cashback;993.96;49.7
09/07/2025;Lavoisier;Butantã;Produtos Naturais e Fitoterápicos;Cashback;758.29;37.91
29/07/2025;Smart Fit;Itaquera;Calçados Confortáveis e Ortopédicos;Desconto;309.65;88.49
15/07/2025;Octavio Café;Santo Amaro;Barbearias/Salões com estética jovem;Produto;867.79;35.98
02/07/2025;Extra;Limão;Supermercados e Mercados Express;Cashback;754.02;37.7
06/07/2025;Drogaria São Paulo;Campo Limpo;Clínicas Médicas e Laboratórios;Produto;468.22;15.54
09/07/2025;Outback;Butantã;Restaurantes e Gastronomia;Produto;695.16;16.22
13/07/2025;Açaí no Ponto;Penha;Lojas de Eletrônicos e Games;Desconto;974.91;462.62
04/07/2025;Smart Fit;Tucuruvi;Academias e Studios Fitness;Cashback;863.33;43.17
06/07/2025;Magazine Luiza;Campo Limpo;Lojas de Roupas e Calçados;Cashback;888.17;44.41
07/07/2025;Sabin;Tatuapé;Clínicas de Saúde e Bem-estar;Produto;670.28;26.71
10/07/2025;Forever 21;Campo Limpo;Lojas de Roupas e Sneakers;Cashback;661.91;33.1
16/07/2025;Pão de Açúcar;Consolação;Igrejas e Lojas de Artigos Religiosos;Cashback;926.94;46.35
23/07/2025;Extra;Perdizes;Lojas de Roupas e Calçados;Produto;685.57;8.23
20/07/2025;Café Cultura;Perdizes;Cafeterias e Bistrôs Modernos;Desconto;332.47;118.36
16/07/2025;Outback;Pinheiros;Lojas de Móveis e Decoração;Cashback;802.84;40.14
24/07/2025;Sesc Paulista;Itaquera;Fisioterapia e Terapias Complementares;Produto;694.83;41.12
30/07/2025;Ráscal;Ipiranga;Restaurantes e Gastronomia;Cashback;644.55;32.23
06/07/2025;Outback;Jabaquara;Lojas de Roupas e Calçados;Produto;367.65;20.18
09/07/2025;Smart Fit;Vila Prudente;Supermercados de Bairro e Mercadinhos;Produto;990.12;23.25
04/07/2025;Burger King;Penha;Espaços Culturais e de Experiência Interativa;Cashback;836.16;41.81
27/07/2025;Starbucks;Santo Amaro;Igrejas e Lojas de Artigos Religiosos;Produto;145.16;6.47
06/07/2025;Starbucks;Perdizes;Clínicas Médicas e Laboratórios;Desconto;603.45;66.52
30/07/2025;Droga Raia;Jabaquara;Farmácias e Drogarias;Cashback;173.23;8.66
17/07/2025;Clube Pinheiros;Tatuapé;Supermercados de Bairro e Mercadinhos;Cashback;543.12;27.16
23/07/2025;Sesc Paulista;Vila Prudente;Clubes e Centros de Convivência;Cashback;602.46;30.12
12/07/2025;Fleury;Casa Verde;Bancos e Casas Lotéricas;Desconto;207.52;54.85
26/07/2025;Riachuelo;Bela Vista;Lojas de Roupas e Sneakers;Cashback;364.35;18.22
10/07/2025;Sesc Carmo;Butantã;Bancos, Agências e Correspondentes;Cashback;242.8;12.14
02/07/2025;Churrascaria Boi Preto;Higienópolis;Clínicas Médicas e Laboratórios;Produto;218.69;11.61
05/07/2025;Habib's;Butantã;Lojas de Eletrônicos e Games;Cashback;174.74;8.74
03/07/2025;Burger King;Limão;Restaurantes com comida caseira;Desconto;685.33;265.38
20/07/2025;McDonald's;Jabaquara;Supermercados de Bairro e Mercadinhos;Cashback;843.25;42.16
31/07/2025;Riachuelo;Penha;Lojas de Móveis e Decoração;Produto;507.83;9.65
09/07/2025;Drogaria São Paulo;Butantã;Calçados Confortáveis e Ortopédicos;Desconto;204.98;99.77
20/07/2025;Ponto;Limão;Coworkings e Centros de Estudo/Conexão;Desconto;107.84;21.38
08/07/2025;Açaí no Ponto;Consolação;Restaurantes com comida caseira;Produto;684.75;19.52
07/07/2025;Drogasil;Sé;Farmácias e Drogarias;Cashback;360.04;18
31/07/2025;Subway;República;Lanchonetes e Fast-Food;Produto;504.83;22.34
18/07/2025;Sesc Carmo;Santo Amaro;Clubes e Centros de Convivência;Desconto;874.81;196.55
04/07/2025;Sesc Paulista;Santo Amaro;Restaurantes com comida caseira;Desconto;772.98;168.46
10/07/2025;Forever 21;Itaquera;Supermercados de Bairro e Mercadinhos;Desconto;622.99;78.7
18/07/2025;Extra;Tatuapé;Produtos Naturais e Fitoterápicos;Cashback;780.21;39.01
30/07/2025;Carrefour Express;Limão;Lojas de Roupas e Calçados;Desconto;231.73;102.32
12/07/2025;Smart Fit;Itaquera;Barbearias/Salões com estética jovem;Cashback;470.36;23.52
18/07/2025;Fleury;Consolação;Clínicas de Saúde e Bem-estar;Cashback;426.29;21.31
19/07/2025;Clube Pinheiros;Bela Vista;Fisioterapia e Terapias Complementares;Desconto;307.95;48.09
13/07/2025;Lavoisier;Perdizes;Clínicas de Saúde e Bem-estar;Produto;886.1;24.2
03/07/2025;Just Run;Bela Vista;Academias e Studios Fitness;Cashback;715.91;35.8
03/07/2025;Churrascaria Boi Preto;Itaquera;Espaços Culturais e de Experiência Interativa;Desconto;618.07;101.19
19/07/2025;Clube Pinheiros;Santana;Lojas de Eletrônicos e Games;Cashback;439.93;22
11/07/2025;Lavoisier;Limão;Lojas de Eletrônicos e Games;Produto;261.47;3.35
30/07/2025;Starbucks;República;Calçados Confortáveis e Ortopédicos;Desconto;652.75;220.74
22/07/2025;Burger King;Ipiranga;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;140.86;40.83
12/07/2025;Outback;Higienópolis;Lojas de Moda Urbana e Alternativa;Produto;375.01;20.66
12/07/2025;Drogasil;Casa Verde;Farmácias e Drogarias;Desconto;638.67;316.05
04/07/2025;Ráscal;Bela Vista;Fisioterapia e Terapias Complementares;Desconto;240.99;112.07
08/07/2025;Extra;Casa Verde;Postos de Combustível e Serviços Automotivos;Produto;719;8.18
11/07/2025;Starbucks;Ipiranga;Cafeterias e Bistrôs Modernos;Cashback;377.3;18.87
18/07/2025;Sesc Paulista;Sé;Clubes e Centros de Convivência;Cashback;535.18;26.76
06/07/2025;Carrefour Express;Santo Amaro;Supermercados de Bairro e Mercadinhos;Produto;261.69;11.22
21/07/2025;Madero;Sé;Restaurantes e Gastronomia;Desconto;804.67;212.27
21/07/2025;Selfit;Santo Amaro;Calçados Confortáveis e Ortopédicos;Produto;189.01;10.8
12/07/2025;Riachuelo;Lapa;Cinema e Streaming Experience Stores;Cashback;925.65;46.28
29/07/2025;McDonald's;Higienópolis;Lojas de Móveis e Decoração;Produto;442.25;13.59
28/07/2025;Droga Raia;Bela Vista;Farmácias e Drogarias;Desconto;896.74;383.22
30/07/2025;Sesc Paulista;Casa Verde;Clubes e Centros de Convivência;Cashback;703.74;35.19
04/07/2025;Açaí no Ponto;Perdizes;Fisioterapia e Terapias Complementares;Desconto;821.65;350.87
23/07/2025;Açaí no Ponto;República;Bancos, Agências e Correspondentes;Produto;625.42;12.49
27/07/2025;Pão de Açúcar;Perdizes;Calçados Confortáveis e Ortopédicos;Cashback;196.59;9.83
21/07/2025;Lavoisier;Santo Amaro;Clínicas de Saúde e Bem-estar;Produto;671.11;10.44
16/07/2025;Sabin;Jabaquara;Bancos e Casas Lotéricas;Cashback;822.42;41.12
05/07/2025;Sabin;Consolação;Fisioterapia e Terapias Complementares;Produto;668.33;32.77
19/07/2025;Pão de Açúcar;Santo Amaro;Bancos, Agências e Correspondentes;Produto;860.31;50.84
11/07/2025;Starbucks;Vila Prudente;Fisioterapia e Terapias Complementares;Cashback;200.76;10.04
19/07/2025;Just Run;Tatuapé;Academias e Studios Fitness;Produto;373.73;13.77
04/07/2025;Just Run;Campo Limpo;Coworkings e Centros de Estudo/Conexão;Cashback;491.47;24.57
12/07/2025;Açaí no Ponto;Butantã;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;645.96;10.59
06/07/2025;Sesc Carmo;Higienópolis;Clubes e Centros de Convivência;Cashback;362.79;18.14
03/07/2025;Forever 21;Penha;Fisioterapia e Terapias Complementares;Desconto;589.96;286.04
25/07/2025;Sesc Paulista;Lapa;Clubes e Centros de Convivência;Produto;988.62;19.84
25/07/2025;Madero;Tucuruvi;Igrejas e Lojas de Artigos Religiosos;Produto;862.44;28.28
21/07/2025;McDonald's;Santana;Bancos, Agências e Correspondentes;Cashback;891.08;44.55
16/07/2025;Lavoisier;Bela Vista;Clínicas de Saúde e Bem-estar;Produto;726.98;31.66
01/07/2025;Drogasil;Butantã;Lojas de Móveis e Decoração;Cashback;729.74;36.49
03/07/2025;Drogasil;Higienópolis;Farmácias e Drogarias;Desconto;256.52;34.16
25/07/2025;Smart Fit;Santana;Academias e Studios Fitness;Desconto;179.99;62.38
23/07/2025;Habib's;Butantã;Restaurantes com comida caseira;Cashback;872.39;43.62
24/07/2025;Droga Raia;Lapa;Farmácias e Drogarias;Cashback;955.93;47.8
04/07/2025;Sesc Paulista;Santo Amaro;Espaços Culturais e de Experiência Interativa;Desconto;498.99;213.3
22/07/2025;Selfit;Itaquera;Bancos, Agências e Correspondentes;Cashback;631.68;31.58
11/07/2025;Octavio Café;Lapa;Cafeterias e Bistrôs Modernos;Desconto;657.28;184.42
31/07/2025;Drogasil;Casa Verde;Lojas de Eletrônicos e Games;Produto;180.91;6.75
18/07/2025;Starbucks;Santana;Cafeterias e Bistrôs Modernos;Desconto;614.3;204.49
06/07/2025;Fleury;Limão;Cinema e Streaming Experience Stores;Produto;435.58;6.39
09/07/2025;Selfit;Santo Amaro;Lojas de Móveis e Decoração;Cashback;268.22;13.41
04/07/2025;Carrefour Express;Ipiranga;Supermercados e Mercados Express;Cashback;233.56;11.68
07/07/2025;Madero;Ipiranga;Cinema e Streaming Experience Stores;Desconto;866.79;382.92
31/07/2025;Lavoisier;Tucuruvi;Clínicas de Saúde e Bem-estar;Produto;238.3;4.8
20/07/2025;Selfit;Tucuruvi;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;877.99;395.04
